file_paths,labels
../data/raw/Indian/1\551.jpg,1
../data/raw/Indian/1\1091.jpg,1
../data/raw/Indian/K\1001.jpg,K
../data/raw/Indian/L\99.jpg,L
../data/raw/Indian/S\586.jpg,S
../data/raw/Indian/Q\463.jpg,Q
../data/raw/Indian/U\1008.jpg,U
../data/raw/Indian/D\798.jpg,D
../data/raw/Indian/B\697.jpg,B
../data/raw/Indian/9\53.jpg,9
../data/raw/Indian/R\706.jpg,R
../data/raw/Indian/T\958.jpg,T
../data/raw/Indian/X\347.jpg,X
../data/raw/Indian/A\612.jpg,A
../data/raw/Indian/N\523.jpg,N
../data/raw/Indian/6\706.jpg,6
../data/raw/Indian/R\1091.jpg,R
../data/raw/Indian/1\1181.jpg,1
../data/raw/Indian/O\913.jpg,O
../data/raw/Indian/3\1160.jpg,3
../data/raw/Indian/4\679.jpg,4
../data/raw/Indian/A\970.jpg,A
../data/raw/Indian/J\181.jpg,J
../data/raw/Indian/U\223.jpg,U
../data/raw/Indian/M\474.jpg,M
../data/raw/Indian/3\407.jpg,3
../data/raw/Indian/E\962.jpg,E
../data/raw/Indian/1\730.jpg,1
../data/raw/Indian/C\888.jpg,C
../data/raw/Indian/G\415.jpg,G
../data/raw/Indian/E\554.jpg,E
../data/raw/Indian/W\411.jpg,W
../data/raw/Indian/F\119.jpg,F
../data/raw/Indian/1\585.jpg,1
../data/raw/Indian/U\798.jpg,U
../data/raw/Indian/B\1153.jpg,B
../data/raw/Indian/P\1113.jpg,P
../data/raw/Indian/K\990.jpg,K
../data/raw/Indian/M\553.jpg,M
../data/raw/Indian/7\1189.jpg,7
../data/raw/Indian/L\837.jpg,L
../data/raw/Indian/7\425.jpg,7
../data/raw/Indian/T\532.jpg,T
../data/raw/Indian/H\199.jpg,H
../data/raw/Indian/3\297.jpg,3
../data/raw/Indian/Q\137.jpg,Q
../data/raw/Indian/B\1115.jpg,B
../data/raw/Indian/5\856.jpg,5
../data/raw/Indian/E\1042.jpg,E
../data/raw/Indian/C\748.jpg,C
../data/raw/Indian/R\945.jpg,R
../data/raw/Indian/Z\1157.jpg,Z
../data/raw/Indian/I\455.jpg,I
../data/raw/Indian/W\501.jpg,W
../data/raw/Indian/V\1084.jpg,V
../data/raw/Indian/P\4.jpg,P
../data/raw/Indian/Z\124.jpg,Z
../data/raw/Indian/M\1018.jpg,M
../data/raw/Indian/I\887.jpg,I
../data/raw/Indian/O\388.jpg,O
../data/raw/Indian/L\495.jpg,L
../data/raw/Indian/Y\399.jpg,Y
../data/raw/Indian/7\97.jpg,7
../data/raw/Indian/Y\1134.jpg,Y
../data/raw/Indian/R\393.jpg,R
../data/raw/Indian/2\540.jpg,2
../data/raw/Indian/5\393.jpg,5
../data/raw/Indian/6\117.jpg,6
../data/raw/Indian/I\586.jpg,I
../data/raw/Indian/V\339.jpg,V
../data/raw/Indian/Y\831.jpg,Y
../data/raw/Indian/C\1093.jpg,C
../data/raw/Indian/T\1099.jpg,T
../data/raw/Indian/L\811.jpg,L
../data/raw/Indian/Q\1170.jpg,Q
../data/raw/Indian/7\610.jpg,7
../data/raw/Indian/J\623.jpg,J
../data/raw/Indian/E\310.jpg,E
../data/raw/Indian/O\316.jpg,O
../data/raw/Indian/4\53.jpg,4
../data/raw/Indian/1\983.jpg,1
../data/raw/Indian/2\137.jpg,2
../data/raw/Indian/4\1055.jpg,4
../data/raw/Indian/C\1063.jpg,C
../data/raw/Indian/O\151.jpg,O
../data/raw/Indian/6\212.jpg,6
../data/raw/Indian/7\116.jpg,7
../data/raw/Indian/S\844.jpg,S
../data/raw/Indian/2\85.jpg,2
../data/raw/Indian/8\97.jpg,8
../data/raw/Indian/G\386.jpg,G
../data/raw/Indian/9\638.jpg,9
../data/raw/Indian/E\350.jpg,E
../data/raw/Indian/6\674.jpg,6
../data/raw/Indian/F\771.jpg,F
../data/raw/Indian/J\736.jpg,J
../data/raw/Indian/A\567.jpg,A
../data/raw/Indian/S\376.jpg,S
../data/raw/Indian/3\60.jpg,3
../data/raw/Indian/A\703.jpg,A
../data/raw/Indian/X\766.jpg,X
../data/raw/Indian/F\234.jpg,F
../data/raw/Indian/H\163.jpg,H
../data/raw/Indian/5\120.jpg,5
../data/raw/Indian/K\102.jpg,K
../data/raw/Indian/L\610.jpg,L
../data/raw/Indian/G\83.jpg,G
../data/raw/Indian/I\1197.jpg,I
../data/raw/Indian/F\808.jpg,F
../data/raw/Indian/O\498.jpg,O
../data/raw/Indian/Z\1112.jpg,Z
../data/raw/Indian/V\338.jpg,V
../data/raw/Indian/G\150.jpg,G
../data/raw/Indian/S\395.jpg,S
../data/raw/Indian/B\86.jpg,B
../data/raw/Indian/Q\751.jpg,Q
../data/raw/Indian/C\835.jpg,C
../data/raw/Indian/L\435.jpg,L
../data/raw/Indian/3\1109.jpg,3
../data/raw/Indian/O\710.jpg,O
../data/raw/Indian/V\201.jpg,V
../data/raw/Indian/5\154.jpg,5
../data/raw/Indian/7\235.jpg,7
../data/raw/Indian/U\1076.jpg,U
../data/raw/Indian/C\680.jpg,C
../data/raw/Indian/W\1062.jpg,W
../data/raw/Indian/V\186.jpg,V
../data/raw/Indian/Y\947.jpg,Y
../data/raw/Indian/3\1170.jpg,3
../data/raw/Indian/Z\1085.jpg,Z
../data/raw/Indian/5\955.jpg,5
../data/raw/Indian/6\1192.jpg,6
../data/raw/Indian/K\66.jpg,K
../data/raw/Indian/H\676.jpg,H
../data/raw/Indian/F\277.jpg,F
../data/raw/Indian/C\330.jpg,C
../data/raw/Indian/D\362.jpg,D
../data/raw/Indian/L\197.jpg,L
../data/raw/Indian/L\569.jpg,L
../data/raw/Indian/Q\847.jpg,Q
../data/raw/Indian/F\359.jpg,F
../data/raw/Indian/8\279.jpg,8
../data/raw/Indian/7\1080.jpg,7
../data/raw/Indian/L\876.jpg,L
../data/raw/Indian/T\262.jpg,T
../data/raw/Indian/F\825.jpg,F
../data/raw/Indian/I\126 copy.jpg,I
../data/raw/Indian/5\170.jpg,5
../data/raw/Indian/8\615.jpg,8
../data/raw/Indian/B\975.jpg,B
../data/raw/Indian/C\543.jpg,C
../data/raw/Indian/W\748.jpg,W
../data/raw/Indian/S\269.jpg,S
../data/raw/Indian/U\517.jpg,U
../data/raw/Indian/J\1192.jpg,J
../data/raw/Indian/3\262.jpg,3
../data/raw/Indian/N\786.jpg,N
../data/raw/Indian/F\1147.jpg,F
../data/raw/Indian/3\975.jpg,3
../data/raw/Indian/L\129.jpg,L
../data/raw/Indian/I\832.jpg,I
../data/raw/Indian/L\211.jpg,L
../data/raw/Indian/7\875.jpg,7
../data/raw/Indian/Z\964.jpg,Z
../data/raw/Indian/X\845.jpg,X
../data/raw/Indian/3\994.jpg,3
../data/raw/Indian/B\359.jpg,B
../data/raw/Indian/R\722.jpg,R
../data/raw/Indian/C\944.jpg,C
../data/raw/Indian/I\1141.jpg,I
../data/raw/Indian/T\391.jpg,T
../data/raw/Indian/6\1056.jpg,6
../data/raw/Indian/X\281.jpg,X
../data/raw/Indian/3\397.jpg,3
../data/raw/Indian/O\708.jpg,O
../data/raw/Indian/K\91.jpg,K
../data/raw/Indian/A\1144.jpg,A
../data/raw/Indian/I\999.jpg,I
../data/raw/Indian/P\820.jpg,P
../data/raw/Indian/2\598.jpg,2
../data/raw/Indian/3\788.jpg,3
../data/raw/Indian/Y\880.jpg,Y
../data/raw/Indian/J\1017.jpg,J
../data/raw/Indian/B\1197.jpg,B
../data/raw/Indian/G\323.jpg,G
../data/raw/Indian/Z\574.jpg,Z
../data/raw/Indian/8\231.jpg,8
../data/raw/Indian/4\707.jpg,4
../data/raw/Indian/S\343.jpg,S
../data/raw/Indian/W\803.jpg,W
../data/raw/Indian/I\014.jpg,I
../data/raw/Indian/M\306.jpg,M
../data/raw/Indian/B\36.jpg,B
../data/raw/Indian/D\1174.jpg,D
../data/raw/Indian/2\686.jpg,2
../data/raw/Indian/U\1124.jpg,U
../data/raw/Indian/3\695.jpg,3
../data/raw/Indian/O\1105.jpg,O
../data/raw/Indian/F\605.jpg,F
../data/raw/Indian/P\917.jpg,P
../data/raw/Indian/F\675.jpg,F
../data/raw/Indian/N\1069.jpg,N
../data/raw/Indian/O\889.jpg,O
../data/raw/Indian/Y\666.jpg,Y
../data/raw/Indian/M\1199.jpg,M
../data/raw/Indian/Y\676.jpg,Y
../data/raw/Indian/B\517.jpg,B
../data/raw/Indian/2\1167.jpg,2
../data/raw/Indian/Z\305.jpg,Z
../data/raw/Indian/2\405.jpg,2
../data/raw/Indian/N\540.jpg,N
../data/raw/Indian/Z\856.jpg,Z
../data/raw/Indian/3\1076.jpg,3
../data/raw/Indian/H\1196.jpg,H
../data/raw/Indian/C\823.jpg,C
../data/raw/Indian/H\105.jpg,H
../data/raw/Indian/N\455.jpg,N
../data/raw/Indian/U\75.jpg,U
../data/raw/Indian/E\967.jpg,E
../data/raw/Indian/L\702.jpg,L
../data/raw/Indian/V\886.jpg,V
../data/raw/Indian/9\1153.jpg,9
../data/raw/Indian/7\563.jpg,7
../data/raw/Indian/G\438.jpg,G
../data/raw/Indian/Y\586.jpg,Y
../data/raw/Indian/R\475.jpg,R
../data/raw/Indian/U\434.jpg,U
../data/raw/Indian/F\550.jpg,F
../data/raw/Indian/1\1139.jpg,1
../data/raw/Indian/D\622.jpg,D
../data/raw/Indian/V\824.jpg,V
../data/raw/Indian/E\704.jpg,E
../data/raw/Indian/1\81.jpg,1
../data/raw/Indian/W\214.jpg,W
../data/raw/Indian/T\315.jpg,T
../data/raw/Indian/8\421.jpg,8
../data/raw/Indian/C\652.jpg,C
../data/raw/Indian/Y\593.jpg,Y
../data/raw/Indian/Q\183.jpg,Q
../data/raw/Indian/I\1064.jpg,I
../data/raw/Indian/R\106.jpg,R
../data/raw/Indian/S\1098.jpg,S
../data/raw/Indian/6\977.jpg,6
../data/raw/Indian/6\1185.jpg,6
../data/raw/Indian/4\718.jpg,4
../data/raw/Indian/W\529.jpg,W
../data/raw/Indian/T\513.jpg,T
../data/raw/Indian/1\261.jpg,1
../data/raw/Indian/1\306.jpg,1
../data/raw/Indian/T\119.jpg,T
../data/raw/Indian/U\755.jpg,U
../data/raw/Indian/X\1139.jpg,X
../data/raw/Indian/Q\546.jpg,Q
../data/raw/Indian/Y\426.jpg,Y
../data/raw/Indian/G\873.jpg,G
../data/raw/Indian/6\492.jpg,6
../data/raw/Indian/S\521.jpg,S
../data/raw/Indian/6\677.jpg,6
../data/raw/Indian/9\673.jpg,9
../data/raw/Indian/6\1078.jpg,6
../data/raw/Indian/L\801.jpg,L
../data/raw/Indian/K\502.jpg,K
../data/raw/Indian/C\966.jpg,C
../data/raw/Indian/B\6.jpg,B
../data/raw/Indian/W\1091.jpg,W
../data/raw/Indian/M\272.jpg,M
../data/raw/Indian/J\718.jpg,J
../data/raw/Indian/B\249.jpg,B
../data/raw/Indian/6\910.jpg,6
../data/raw/Indian/C\12.jpg,C
../data/raw/Indian/K\226.jpg,K
../data/raw/Indian/S\30.jpg,S
../data/raw/Indian/5\1157.jpg,5
../data/raw/Indian/W\717.jpg,W
../data/raw/Indian/G\567.jpg,G
../data/raw/Indian/9\886.jpg,9
../data/raw/Indian/G\231.jpg,G
../data/raw/Indian/R\321.jpg,R
../data/raw/Indian/W\450.jpg,W
../data/raw/Indian/C\1083.jpg,C
../data/raw/Indian/2\443.jpg,2
../data/raw/Indian/C\701.jpg,C
../data/raw/Indian/D\314.jpg,D
../data/raw/Indian/L\982.jpg,L
../data/raw/Indian/D\978.jpg,D
../data/raw/Indian/H\861.jpg,H
../data/raw/Indian/G\20.jpg,G
../data/raw/Indian/P\1028.jpg,P
../data/raw/Indian/K\739.jpg,K
../data/raw/Indian/4\572.jpg,4
../data/raw/Indian/O\257.jpg,O
../data/raw/Indian/H\198.jpg,H
../data/raw/Indian/F\259.jpg,F
../data/raw/Indian/1\167.jpg,1
../data/raw/Indian/D\1068.jpg,D
../data/raw/Indian/D\1084.jpg,D
../data/raw/Indian/R\566.jpg,R
../data/raw/Indian/N\505.jpg,N
../data/raw/Indian/P\334.jpg,P
../data/raw/Indian/H\794.jpg,H
../data/raw/Indian/E\592.jpg,E
../data/raw/Indian/R\678.jpg,R
../data/raw/Indian/A\707.jpg,A
../data/raw/Indian/A\996.jpg,A
../data/raw/Indian/3\925.jpg,3
../data/raw/Indian/F\270.jpg,F
../data/raw/Indian/E\53.jpg,E
../data/raw/Indian/W\889.jpg,W
../data/raw/Indian/2\1172.jpg,2
../data/raw/Indian/Q\539.jpg,Q
../data/raw/Indian/7\88.jpg,7
../data/raw/Indian/F\656.jpg,F
../data/raw/Indian/E\1162.jpg,E
../data/raw/Indian/X\139.jpg,X
../data/raw/Indian/R\1080.jpg,R
../data/raw/Indian/Z\783.jpg,Z
../data/raw/Indian/C\74.jpg,C
../data/raw/Indian/Z\802.jpg,Z
../data/raw/Indian/H\362.jpg,H
../data/raw/Indian/T\45.jpg,T
../data/raw/Indian/Q\192.jpg,Q
../data/raw/Indian/F\1043.jpg,F
../data/raw/Indian/O\248.jpg,O
../data/raw/Indian/V\1140.jpg,V
../data/raw/Indian/I\98.jpg,I
../data/raw/Indian/G\348.jpg,G
../data/raw/Indian/T\496.jpg,T
../data/raw/Indian/E\148.jpg,E
../data/raw/Indian/T\878.jpg,T
../data/raw/Indian/Y\1037.jpg,Y
../data/raw/Indian/L\905.jpg,L
../data/raw/Indian/Z\646.jpg,Z
../data/raw/Indian/B\643.jpg,B
../data/raw/Indian/W\1106.jpg,W
../data/raw/Indian/B\735.jpg,B
../data/raw/Indian/8\94.jpg,8
../data/raw/Indian/V\1192.jpg,V
../data/raw/Indian/W\422.jpg,W
../data/raw/Indian/5\272.jpg,5
../data/raw/Indian/Y\1178.jpg,Y
../data/raw/Indian/X\537.jpg,X
../data/raw/Indian/H\235.jpg,H
../data/raw/Indian/H\936.jpg,H
../data/raw/Indian/3\89.jpg,3
../data/raw/Indian/D\430.jpg,D
../data/raw/Indian/7\598.jpg,7
../data/raw/Indian/3\468.jpg,3
../data/raw/Indian/G\574.jpg,G
../data/raw/Indian/C\129.jpg,C
../data/raw/Indian/1\1177.jpg,1
../data/raw/Indian/J\909.jpg,J
../data/raw/Indian/E\472.jpg,E
../data/raw/Indian/7\1006.jpg,7
../data/raw/Indian/W\594.jpg,W
../data/raw/Indian/S\1114.jpg,S
../data/raw/Indian/3\759.jpg,3
../data/raw/Indian/V\395.jpg,V
../data/raw/Indian/B\188.jpg,B
../data/raw/Indian/Q\831.jpg,Q
../data/raw/Indian/N\876.jpg,N
../data/raw/Indian/N\528.jpg,N
../data/raw/Indian/4\335.jpg,4
../data/raw/Indian/N\432.jpg,N
../data/raw/Indian/B\559.jpg,B
../data/raw/Indian/N\740.jpg,N
../data/raw/Indian/S\996.jpg,S
../data/raw/Indian/U\890.jpg,U
../data/raw/Indian/C\443.jpg,C
../data/raw/Indian/E\121.jpg,E
../data/raw/Indian/4\151.jpg,4
../data/raw/Indian/L\132.jpg,L
../data/raw/Indian/I\606.jpg,I
../data/raw/Indian/J\305.jpg,J
../data/raw/Indian/W\844.jpg,W
../data/raw/Indian/8\397.jpg,8
../data/raw/Indian/Y\325.jpg,Y
../data/raw/Indian/U\340.jpg,U
../data/raw/Indian/D\286.jpg,D
../data/raw/Indian/6\421.jpg,6
../data/raw/Indian/F\458.jpg,F
../data/raw/Indian/D\27.jpg,D
../data/raw/Indian/E\369.jpg,E
../data/raw/Indian/O\477.jpg,O
../data/raw/Indian/L\636.jpg,L
../data/raw/Indian/7\867.jpg,7
../data/raw/Indian/D\474.jpg,D
../data/raw/Indian/S\539.jpg,S
../data/raw/Indian/N\969.jpg,N
../data/raw/Indian/A\592.jpg,A
../data/raw/Indian/C\197.jpg,C
../data/raw/Indian/D\1073.jpg,D
../data/raw/Indian/6\778.jpg,6
../data/raw/Indian/J\235.jpg,J
../data/raw/Indian/D\881.jpg,D
../data/raw/Indian/S\101.jpg,S
../data/raw/Indian/Z\1029.jpg,Z
../data/raw/Indian/A\174.jpg,A
../data/raw/Indian/J\850.jpg,J
../data/raw/Indian/2\304.jpg,2
../data/raw/Indian/1\234.jpg,1
../data/raw/Indian/4\3.jpg,4
../data/raw/Indian/K\593.jpg,K
../data/raw/Indian/U\1082.jpg,U
../data/raw/Indian/7\676.jpg,7
../data/raw/Indian/U\930.jpg,U
../data/raw/Indian/P\1149.jpg,P
../data/raw/Indian/C\1129.jpg,C
../data/raw/Indian/V\918.jpg,V
../data/raw/Indian/2\1170.jpg,2
../data/raw/Indian/G\187.jpg,G
../data/raw/Indian/9\301.jpg,9
../data/raw/Indian/W\673.jpg,W
../data/raw/Indian/9\1148.jpg,9
../data/raw/Indian/S\1115.jpg,S
../data/raw/Indian/7\391.jpg,7
../data/raw/Indian/R\493.jpg,R
../data/raw/Indian/1\731.jpg,1
../data/raw/Indian/E\277.jpg,E
../data/raw/Indian/G\71.jpg,G
../data/raw/Indian/5\437.jpg,5
../data/raw/Indian/W\486.jpg,W
../data/raw/Indian/I\283.jpg,I
../data/raw/Indian/D\170.jpg,D
../data/raw/Indian/K\250.jpg,K
../data/raw/Indian/O\108.jpg,O
../data/raw/Indian/I\463.jpg,I
../data/raw/Indian/4\1131.jpg,4
../data/raw/Indian/C\553.jpg,C
../data/raw/Indian/B\291.jpg,B
../data/raw/Indian/N\483.jpg,N
../data/raw/Indian/Y\336.jpg,Y
../data/raw/Indian/X\935.jpg,X
../data/raw/Indian/T\1087.jpg,T
../data/raw/Indian/P\169.jpg,P
../data/raw/Indian/T\696.jpg,T
../data/raw/Indian/D\102.jpg,D
../data/raw/Indian/O\137.jpg,O
../data/raw/Indian/Q\491.jpg,Q
../data/raw/Indian/8\778.jpg,8
../data/raw/Indian/2\418.jpg,2
../data/raw/Indian/M\184.jpg,M
../data/raw/Indian/C\1180.jpg,C
../data/raw/Indian/O\019.jpg,O
../data/raw/Indian/M\351.jpg,M
../data/raw/Indian/7\668.jpg,7
../data/raw/Indian/F\989.jpg,F
../data/raw/Indian/D\731.jpg,D
../data/raw/Indian/O\990.jpg,O
../data/raw/Indian/I\703.jpg,I
../data/raw/Indian/B\660.jpg,B
../data/raw/Indian/S\511.jpg,S
../data/raw/Indian/S\919.jpg,S
../data/raw/Indian/B\1134.jpg,B
../data/raw/Indian/W\808.jpg,W
../data/raw/Indian/J\907.jpg,J
../data/raw/Indian/L\1035.jpg,L
../data/raw/Indian/Y\232.jpg,Y
../data/raw/Indian/K\435.jpg,K
../data/raw/Indian/O\027.jpg,O
../data/raw/Indian/A\1105.jpg,A
../data/raw/Indian/Y\858.jpg,Y
../data/raw/Indian/H\548.jpg,H
../data/raw/Indian/S\116.jpg,S
../data/raw/Indian/A\717.jpg,A
../data/raw/Indian/4\282.jpg,4
../data/raw/Indian/X\445.jpg,X
../data/raw/Indian/E\240.jpg,E
../data/raw/Indian/K\785.jpg,K
../data/raw/Indian/T\404.jpg,T
../data/raw/Indian/I\035.jpg,I
../data/raw/Indian/L\121.jpg,L
../data/raw/Indian/S\853.jpg,S
../data/raw/Indian/4\1172.jpg,4
../data/raw/Indian/D\813.jpg,D
../data/raw/Indian/9\727.jpg,9
../data/raw/Indian/Q\244.jpg,Q
../data/raw/Indian/N\844.jpg,N
../data/raw/Indian/J\1038.jpg,J
../data/raw/Indian/T\930.jpg,T
../data/raw/Indian/M\158.jpg,M
../data/raw/Indian/D\234.jpg,D
../data/raw/Indian/3\82.jpg,3
../data/raw/Indian/T\1090.jpg,T
../data/raw/Indian/7\427.jpg,7
../data/raw/Indian/5\1086.jpg,5
../data/raw/Indian/3\403.jpg,3
../data/raw/Indian/X\498.jpg,X
../data/raw/Indian/N\84.jpg,N
../data/raw/Indian/J\1075.jpg,J
../data/raw/Indian/3\128.jpg,3
../data/raw/Indian/2\299.jpg,2
../data/raw/Indian/T\645.jpg,T
../data/raw/Indian/X\396.jpg,X
../data/raw/Indian/T\390.jpg,T
../data/raw/Indian/W\769.jpg,W
../data/raw/Indian/L\263.jpg,L
../data/raw/Indian/I\485.jpg,I
../data/raw/Indian/E\867.jpg,E
../data/raw/Indian/A\432.jpg,A
../data/raw/Indian/H\507.jpg,H
../data/raw/Indian/E\379.jpg,E
../data/raw/Indian/3\306.jpg,3
../data/raw/Indian/1\9.jpg,1
../data/raw/Indian/D\433.jpg,D
../data/raw/Indian/C\797.jpg,C
../data/raw/Indian/X\474.jpg,X
../data/raw/Indian/T\516.jpg,T
../data/raw/Indian/9\659.jpg,9
../data/raw/Indian/N\340.jpg,N
../data/raw/Indian/7\528.jpg,7
../data/raw/Indian/9\1050.jpg,9
../data/raw/Indian/U\630.jpg,U
../data/raw/Indian/T\361.jpg,T
../data/raw/Indian/S\674.jpg,S
../data/raw/Indian/1\339.jpg,1
../data/raw/Indian/Y\748.jpg,Y
../data/raw/Indian/R\377.jpg,R
../data/raw/Indian/5\324.jpg,5
../data/raw/Indian/G\115.jpg,G
../data/raw/Indian/5\507.jpg,5
../data/raw/Indian/5\912.jpg,5
../data/raw/Indian/K\1112.jpg,K
../data/raw/Indian/6\956.jpg,6
../data/raw/Indian/M\136.jpg,M
../data/raw/Indian/V\519.jpg,V
../data/raw/Indian/N\1179.jpg,N
../data/raw/Indian/I\490.jpg,I
../data/raw/Indian/Q\572.jpg,Q
../data/raw/Indian/I\84.jpg,I
../data/raw/Indian/I\152.jpg,I
../data/raw/Indian/2\700.jpg,2
../data/raw/Indian/6\949.jpg,6
../data/raw/Indian/Q\89.jpg,Q
../data/raw/Indian/Z\580.jpg,Z
../data/raw/Indian/H\917.jpg,H
../data/raw/Indian/X\243.jpg,X
../data/raw/Indian/U\125.jpg,U
../data/raw/Indian/V\613.jpg,V
../data/raw/Indian/N\262.jpg,N
../data/raw/Indian/S\814.jpg,S
../data/raw/Indian/W\218.jpg,W
../data/raw/Indian/G\697.jpg,G
../data/raw/Indian/G\729.jpg,G
../data/raw/Indian/M\110.jpg,M
../data/raw/Indian/D\500.jpg,D
../data/raw/Indian/9\1189.jpg,9
../data/raw/Indian/Z\246.jpg,Z
../data/raw/Indian/5\395.jpg,5
../data/raw/Indian/4\762.jpg,4
../data/raw/Indian/1\757.jpg,1
../data/raw/Indian/5\212.jpg,5
../data/raw/Indian/7\1025.jpg,7
../data/raw/Indian/O\178.jpg,O
../data/raw/Indian/9\419.jpg,9
../data/raw/Indian/X\268.jpg,X
../data/raw/Indian/K\703.jpg,K
../data/raw/Indian/U\501.jpg,U
../data/raw/Indian/E\421.jpg,E
../data/raw/Indian/G\70.jpg,G
../data/raw/Indian/Z\461.jpg,Z
../data/raw/Indian/D\666.jpg,D
../data/raw/Indian/8\945.jpg,8
../data/raw/Indian/C\7.jpg,C
../data/raw/Indian/U\966.jpg,U
../data/raw/Indian/W\118.jpg,W
../data/raw/Indian/O\079.jpg,O
../data/raw/Indian/E\45.jpg,E
../data/raw/Indian/J\287.jpg,J
../data/raw/Indian/E\840.jpg,E
../data/raw/Indian/W\359.jpg,W
../data/raw/Indian/L\1040.jpg,L
../data/raw/Indian/J\165.jpg,J
../data/raw/Indian/R\9.jpg,R
../data/raw/Indian/P\943.jpg,P
../data/raw/Indian/6\586.jpg,6
../data/raw/Indian/8\73.jpg,8
../data/raw/Indian/5\48.jpg,5
../data/raw/Indian/N\1009.jpg,N
../data/raw/Indian/H\829.jpg,H
../data/raw/Indian/D\522.jpg,D
../data/raw/Indian/S\845.jpg,S
../data/raw/Indian/U\609.jpg,U
../data/raw/Indian/1\955.jpg,1
../data/raw/Indian/S\1101.jpg,S
../data/raw/Indian/6\523.jpg,6
../data/raw/Indian/V\1182.jpg,V
../data/raw/Indian/C\424.jpg,C
../data/raw/Indian/K\89.jpg,K
../data/raw/Indian/Z\175.jpg,Z
../data/raw/Indian/F\463.jpg,F
../data/raw/Indian/Y\1152.jpg,Y
../data/raw/Indian/Q\138.jpg,Q
../data/raw/Indian/8\574.jpg,8
../data/raw/Indian/L\606.jpg,L
../data/raw/Indian/U\225.jpg,U
../data/raw/Indian/Y\698.jpg,Y
../data/raw/Indian/F\1040.jpg,F
../data/raw/Indian/Y\879.jpg,Y
../data/raw/Indian/L\841.jpg,L
../data/raw/Indian/F\699.jpg,F
../data/raw/Indian/P\989.jpg,P
../data/raw/Indian/2\112.jpg,2
../data/raw/Indian/6\1081.jpg,6
../data/raw/Indian/S\890.jpg,S
../data/raw/Indian/7\70.jpg,7
../data/raw/Indian/M\566.jpg,M
../data/raw/Indian/F\1162.jpg,F
../data/raw/Indian/N\590.jpg,N
../data/raw/Indian/O\22.jpg,O
../data/raw/Indian/C\195.jpg,C
../data/raw/Indian/S\419.jpg,S
../data/raw/Indian/P\840.jpg,P
../data/raw/Indian/6\843.jpg,6
../data/raw/Indian/E\637.jpg,E
../data/raw/Indian/2\61.jpg,2
../data/raw/Indian/D\496.jpg,D
../data/raw/Indian/N\818.jpg,N
../data/raw/Indian/Y\566.jpg,Y
../data/raw/Indian/V\891.jpg,V
../data/raw/Indian/F\717.jpg,F
../data/raw/Indian/D\924.jpg,D
../data/raw/Indian/A\457.jpg,A
../data/raw/Indian/K\65.jpg,K
../data/raw/Indian/Z\699.jpg,Z
../data/raw/Indian/G\662.jpg,G
../data/raw/Indian/C\027.jpg,C
../data/raw/Indian/X\1133.jpg,X
../data/raw/Indian/1\39.jpg,1
../data/raw/Indian/X\1030.jpg,X
../data/raw/Indian/U\950.jpg,U
../data/raw/Indian/C\67.jpg,C
../data/raw/Indian/H\515.jpg,H
../data/raw/Indian/P\975.jpg,P
../data/raw/Indian/Y\197.jpg,Y
../data/raw/Indian/O\486.jpg,O
../data/raw/Indian/3\1053.jpg,3
../data/raw/Indian/E\811.jpg,E
../data/raw/Indian/M\269.jpg,M
../data/raw/Indian/Y\460.jpg,Y
../data/raw/Indian/5\489.jpg,5
../data/raw/Indian/M\719.jpg,M
../data/raw/Indian/K\790.jpg,K
../data/raw/Indian/N\357.jpg,N
../data/raw/Indian/3\456.jpg,3
../data/raw/Indian/P\733.jpg,P
../data/raw/Indian/I\187.jpg,I
../data/raw/Indian/8\798.jpg,8
../data/raw/Indian/3\239.jpg,3
../data/raw/Indian/M\398.jpg,M
../data/raw/Indian/F\719.jpg,F
../data/raw/Indian/4\1153.jpg,4
../data/raw/Indian/5\27.jpg,5
../data/raw/Indian/7\988.jpg,7
../data/raw/Indian/M\585.jpg,M
../data/raw/Indian/6\355.jpg,6
../data/raw/Indian/I\164 copy.jpg,I
../data/raw/Indian/6\36.jpg,6
../data/raw/Indian/9\737.jpg,9
../data/raw/Indian/N\1180.jpg,N
../data/raw/Indian/H\513.jpg,H
../data/raw/Indian/N\946.jpg,N
../data/raw/Indian/V\1118.jpg,V
../data/raw/Indian/5\594.jpg,5
../data/raw/Indian/9\577.jpg,9
../data/raw/Indian/B\447.jpg,B
../data/raw/Indian/L\69.jpg,L
../data/raw/Indian/P\1112.jpg,P
../data/raw/Indian/1\744.jpg,1
../data/raw/Indian/1\982.jpg,1
../data/raw/Indian/W\565.jpg,W
../data/raw/Indian/N\415.jpg,N
../data/raw/Indian/R\63.jpg,R
../data/raw/Indian/7\198.jpg,7
../data/raw/Indian/U\692.jpg,U
../data/raw/Indian/K\182.jpg,K
../data/raw/Indian/E\375.jpg,E
../data/raw/Indian/U\1035.jpg,U
../data/raw/Indian/L\818.jpg,L
../data/raw/Indian/X\545.jpg,X
../data/raw/Indian/A\383.jpg,A
../data/raw/Indian/C\332.jpg,C
../data/raw/Indian/M\74.jpg,M
../data/raw/Indian/2\911.jpg,2
../data/raw/Indian/U\550.jpg,U
../data/raw/Indian/E\766.jpg,E
../data/raw/Indian/U\51.jpg,U
../data/raw/Indian/B\1000.jpg,B
../data/raw/Indian/4\217.jpg,4
